EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_Recall
1	15:49:44	0	0.1000	0.10744848589896405	66.25489807128906		0.10305968277454122
2	15:58:56	0	0.1000	0.03829552004570314	48.673492431640625		0.10378973901942372
3	16:08:07	0	0.1000	0.030836090978881448	41.9894905090332		0.1041229772902032
4	16:17:19	0	0.1000	0.026896745768654428	37.723270416259766		0.10430381368351477
5	16:26:30	0	0.1000	0.024244616099925922	34.89794158935547		0.10449426753186113
6	16:35:42	1	0.1000	0.022274232346390463	32.762840270996094		0.10427655636252747
7	16:44:54	2	0.1000	0.020722493718856122	30.983646392822266		0.10439918081873095
8	16:54:06	3	0.1000	0.01950684584059573	29.586694717407227		0.10444344797005409
9	17:03:17	4	0.1000	0.018508210628536435	28.42348289489746		0.10437374419828543
10	17:12:28	1	0.0500	0.017741013428851326	27.969078063964844		0.10421431271498116
11	17:21:39	2	0.0500	0.017300305376775706	27.366432189941406		0.10440596788020318
12	17:30:50	3	0.0500	0.016879280317438933	26.921388626098633		0.10445360932203532
13	17:40:01	4	0.0500	0.016546152520837288	26.482927322387695		0.10437034319365714
14	17:49:12	1	0.0250	0.01625302146947303	26.234041213989258		0.10447156636694811
15	17:58:23	2	0.0250	0.016081788445204036	26.044811248779297		0.10448396173984056
16	18:07:33	0	0.0250	0.015873511268639836	25.863908767700195		0.10449784841497847
17	18:16:45	0	0.0250	0.015751180197213773	25.623960494995117		0.1047831030782044
18	18:25:56	1	0.0250	0.015561312759550382	25.431730270385742		0.1046427044178007
19	18:35:07	2	0.0250	0.015422626149581857	25.25552749633789		0.10449996828960617
20	18:44:18	3	0.0250	0.015297396944435639	25.095409393310547		0.10468937496654625
21	18:53:30	4	0.0250	0.015129468479799665	24.91059112548828		0.10461891593304506
22	19:02:40	1	0.0125	0.014982381260393748	24.82998275756836		0.10452875144476285
23	19:11:52	2	0.0125	0.014962132527202236	24.720348358154297		0.10455436666335517
24	19:21:02	3	0.0125	0.014889653611445577	24.63668441772461		0.10461592148147282
25	19:30:12	4	0.0125	0.014816038768014538	24.554677963256836		0.10459194822727234
26	19:39:22	1	0.0063	0.01472376422138605	24.51816749572754		0.1046028753149805
27	19:48:33	2	0.0063	0.01469354830824516	24.481306076049805		0.10460952570363191
28	19:57:43	3	0.0063	0.014656646190478425	24.436174392700195		0.10463389411007955
29	20:06:54	4	0.0063	0.014629516244368666	24.387903213500977		0.10461413630274136
30	20:16:04	1	0.0031	0.014585273706237765	24.365724563598633		0.10461258205650646
